filename,is_mainnet_fork,has_analysis_comment
src/test/2024-04/BNBX_exp.sol,False,False
src/test/2024-04/GROKD_exp.sol,False,False
src/test/2024-04/BigBangSwap_exp.sol,False,True
src/test/2024-04/GFA_exp.sol,False,False
src/test/2024-04/SQUID_exp.sol,False,False
src/test/2024-04/YIEDL_exp.sol,False,True
src/test/2024-04/WSM_exp.sol,False,True
src/test/2024-04/HedgeyFinance_exp.sol,True,True
src/test/2024-04/UnverifiedContr_0x00C409_exp.sol,True,False
src/test/2024-04/HoppyFrogERC_exp.sol,True,False
src/test/2024-04/PikeFinance_exp.sol,True,True
src/test/2024-04/OpenLeverage2_exp.sol,False,True
src/test/2024-04/Z123_exp.sol,False,True
src/test/2024-04/MARS_exp.sol,False,False
src/test/2024-04/SATX_exp.sol,False,False
src/test/2024-04/ChaingeFinance_exp.sol,False,True
src/test/2024-04/UPS_exp.sol,False,False
src/test/2024-04/Hackathon_exp.sol,False,False
src/test/2024-03/LavaLending_exp.sol,False,True
src/test/2024-03/CGT_exp.sol,True,False
src/test/2024-03/Binemon_exp.sol,False,False
src/test/2024-03/UnizenIO_exp.sol,True,True
src/test/2024-03/ETHFIN_exp.sol,False,True
src/test/2024-03/GHT_exp.sol,False,False
src/test/2024-03/TGBS_exp.sol,False,True
src/test/2024-03/SSS_exp.sol,False,False
src/test/2024-03/Paraswap_exp.sol,True,True
src/test/2024-03/ALP_exp.sol,False,False
src/test/2024-03/Woofi_exp.sol,False,True
src/test/2024-03/ZongZi_exp.sol,False,True
src/test/2024-03/IT_exp.sol,False,False
src/test/2024-03/UnizenIO2_exp.sol,True,True
src/test/2024-03/Prisma_exp.sol,True,False
src/test/2024-03/BBT_exp.sol,True,False
src/test/2024-03/MO_exp.sol,False,False
src/test/2024-03/ARK_exp.sol,False,False
src/test/2024-03/Juice_exp.sol,True,False
src/test/2024-02/Miner_exp.sol,True,True
src/test/2024-02/DN404_exp.sol,True,True
src/test/2024-02/DeezNutz404_exp.sol,True,True
src/test/2024-02/DualPools_exp.sol,False,True
src/test/2024-02/SwarmMarkets_exp.sol,True,False
src/test/2024-02/BurnsDefi_exp.sol,False,True
src/test/2024-02/MINER_bsc_exp.sol,False,True
src/test/2024-02/GAIN_exp.sol,True,True
src/test/2024-02/ADC_exp.sol,True,False
src/test/2024-02/EGGX_exp.sol,True,True
src/test/2024-02/PANDORA_exp.sol,True,False
src/test/2024-02/SMOOFSStaking_exp.sol,False,True
src/test/2024-02/CompoundUni_exp.sol,True,True
src/test/2024-02/RuggedArt_exp.sol,True,False
src/test/2024-02/Seneca_exp.sol,True,True
src/test/2024-02/Game_exp.sol,True,True
src/test/2024-02/BlueberryProtocol_exp.sol,True,True
src/test/2024-02/ParticleTrade_exp.sol,True,True
src/test/2024-02/Babyloogn_exp.sol,False,False
src/test/2024-02/Zoomer_exp.sol,True,False
src/test/2024-02/AffineDeFi_exp.sol,True,False
src/test/2024-05/SATURN_exp.sol,False,False
src/test/2024-05/TSURU_exp.sol,False,True
src/test/2024-05/Sonne_exp.sol,False,False
src/test/2024-05/Tradeonorion_exp.sol,False,False
src/test/2024-05/RedKeysCoin_exp.sol,False,True
src/test/2024-05/GPU_exp.sol,False,False
src/test/2024-05/GFOX_exp.sol,True,True
src/test/2024-05/NORMIE_exp.sol,False,False
src/test/2024-05/EXcommunity_exp.sol,False,False
src/test/2024-05/Liquiditytokens_exp.sol,False,False
src/test/2024-05/TCH_exp.sol,False,True
src/test/2024-05/MixedSwapRouter_exp.sol,False,True
src/test/2024-05/MetaDragon_exp.sol,False,False
src/test/2024-05/TGC_exp.sol,False,False
src/test/2024-05/SCROLL_exp.sol,True,True
src/test/2024-05/OSN_exp.sol,False,False
src/test/2024-05/PredyFinance_exp.sol,False,True
src/test/2024-05/Burner_exp.sol,True,False
src/test/2023-12/UnverifiedContr_0x431abb_exp.sol,False,True
src/test/2023-12/GoodDollar_exp.sol,True,True
src/test/2023-12/bZx_exp.sol,True,True
src/test/2023-12/TIME_exp.sol,True,True
src/test/2023-12/KEST_exp.sol,False,True
src/test/2023-12/PHIL_exp.sol,False,False
src/test/2023-12/TransitFinance_exp.sol,False,False
src/test/2023-12/GoodCompound_exp.sol,True,True
src/test/2023-12/BEARNDAO_exp.sol,False,True
src/test/2023-12/DominoTT_exp.sol,False,False
src/test/2023-12/HYPR_exp.sol,True,True
src/test/2023-12/HNet_exp.sol,False,False
src/test/2023-12/Channels_exp.sol,False,True
src/test/2023-12/FloorProtocol_exp.sol,True,True
src/test/2023-12/ChannelsFinance_exp.sol,False,True
src/test/2023-12/Bob_exp.sol,False,True
src/test/2023-12/CCV_exp.sol,False,False
src/test/2023-12/Telcoin_exp.sol,False,True
src/test/2023-12/BCT_exp.sol,False,True
src/test/2023-12/ElephantStatus_exp.sol,False,True
src/test/2023-12/PineProtocol_exp.sol,True,True
src/test/2023-12/NFTTrader_exp.sol,True,True
src/test/2023-12/MAMO_exp.sol,False,True
src/test/2020-04/LendfMe_exp.sol,True,False
src/test/2025-02/Bybit_exp.sol,True,True
src/test/2025-02/HegicOptions_exp.sol,False,True
src/test/2025-02/StepHeroNFTs_exp.sol,False,False
src/test/2025-02/FourMeme_exp.sol,False,True
src/test/2022-12/JAY_exp.sol,True,True
src/test/2022-12/Defrost_exp.sol,False,True
src/test/2022-12/Nmbplatform_exp.sol,False,True
src/test/2022-12/APC_exp.sol,False,True
src/test/2022-12/Overnight_exp.sol,False,True
src/test/2022-12/MUMUG_exp.sol,False,True
src/test/2022-12/Lodestar_exp.sol,False,True
src/test/2022-12/AES_exp.sol,False,True
src/test/2022-12/BBOX_exp.sol,False,True
src/test/2022-12/Rubic_exp.sol,True,True
src/test/2022-12/NovaExchange_exp.sol,False,True
src/test/2022-12/RFB_exp.sol,False,True
src/test/2022-12/TIFI_exp.sol,False,True
src/test/2022-12/DFS_exp.sol,False,True
src/test/2022-12/BGLD_exp.sol,False,True
src/test/2022-12/MEVbot_0x28d9_exp.sol,True,False
src/test/2022-12/ElasticSwap_exp.sol,False,True
src/test/2022-12/FPR_exp.sol,False,True
src/test/2025-05/MBUToken_exp.sol,False,False
src/test/2021-03/PAID_exp.sol,True,True
src/test/2021-03/dodo_flashloan_exp.sol,True,False
src/test/2021-04/Uranium_exp.sol,False,False
src/test/2021-05/RariCapital_exp.sol,True,False
src/test/2021-05/Spartan_exp.sol,False,False
src/test/2021-05/BurgerSwap_exp.sol,False,False
src/test/2021-05/JulSwap_exp.sol,False,True
src/test/2021-05/PancakeBunny_exp.sol,False,False
src/test/2021-05/ValueDefi_exp.sol,False,False
src/test/2021-05/bEarn_exp.sol,False,True
src/test/2021-02/Yearn_ydai_exp.sol,True,True
src/test/2025-04/YBToken_exp.sol,False,False
src/test/2025-04/Lifeprotocol_exp.sol,False,True
src/test/2025-04/ImpermaxV3_exp.sol,False,False
src/test/2025-04/BTNFT_exp.sol,False,False
src/test/2025-03/Alkimiya_io_exp.sol,True,False
src/test/2025-03/wKeyDAO_exp.sol,False,True
src/test/2025-03/DCFToken_exp.sol,False,True
src/test/2025-03/LeverageSIR_exp.sol,True,False
src/test/2025-03/H2O_exp.sol,False,False
src/test/2025-03/BBXToken_exp.sol,False,True
src/test/2025-03/OneInchFusionV1SettlementHack.sol_exp.sol,True,True
src/test/2022-09/ROI_exp.sol,False,False
src/test/2022-09/BadGuysbyRPF_exp.sol,True,False
src/test/2022-09/MEVbadc0de_exp.sol,True,False
src/test/2022-09/Yyds_exp.sol,False,False
src/test/2022-09/NXUSD_exp.sol,False,True
src/test/2022-09/THB_exp.sol,False,False
src/test/2022-09/BXH_exp.sol,False,False
src/test/2022-09/ZoomproFinance_exp.sol,False,False
src/test/2022-09/RADT_exp.sol,False,False
src/test/2022-09/NewFreeDAO_exp.sol,False,True
src/test/2022-09/DPC_exp.sol,False,False
src/test/2022-09/Shadowfi_exp.sol,False,False
src/test/2022-09/BNB48MEVBot_exp.sol,False,False
src/test/2021-11/Mono_exp.sol,True,False
src/test/2021-11/Ploutoz_exp.sol,False,True
src/test/2022-07/LPC_exp.sol,False,False
src/test/2022-07/Quixotic_exp.sol,False,False
src/test/2022-07/Audius_exp.sol,False,False
src/test/2022-07/SpaceGodzilla_exp.sol,False,False
src/test/2022-07/FlippazOne_exp.sol,False,False
src/test/2022-07/Omni_exp.sol,False,False
src/test/2022-01/Anyswap_exp.sol,True,False
src/test/2022-01/Qubit_exp.sol,True,False
src/test/2022-06/Optimism_exp.sol,False,False
src/test/2022-06/Gym_2_exp.sol,False,False
src/test/2022-06/Harmony_multisig_exp.sol,False,False
src/test/2022-06/Discover_exp.sol,False,False
src/test/2022-06/InverseFinance_exp.sol,True,False
src/test/2022-06/XCarnival_exp.sol,False,False
src/test/2022-06/Snood_exp.sol,True,False
src/test/2022-08/LuckyTiger_exp.sol,True,False
src/test/2022-08/NomadBridge_exp.sol,False,True
src/test/2022-08/ANCH_exp.sol,False,True
src/test/2022-08/DDC_exp.sol,False,False
src/test/2022-08/XST_exp.sol,False,False
src/test/2022-08/Qixi_exp.sol,False,False
src/test/2022-08/EtnProduct_exp.sol,False,False
src/test/2022-08/ReaperFarm_exp.sol,False,True
src/test/2022-08/EGD_Finance_exp.sol,False,True
src/test/2021-10/IndexedFinance_exp.sol,True,False
src/test/2021-10/Cream_2_exp.sol,True,True
src/test/2023-01/Upswing_exp.sol,True,True
src/test/2023-01/SHOCO_exp.sol,True,True
src/test/2023-01/UFDao_exp.sol,False,True
src/test/2023-01/ThoreumFinance_exp.sol,False,True
src/test/2023-01/BRA_exp.sol,False,True
src/test/2023-01/RoeFinance_exp.sol,True,True
src/test/2023-01/TINU_exp.sol,False,True
src/test/2023-01/Midas_exp.sol,False,True
src/test/2023-01/GDS_exp.sol,False,True
src/test/2023-01/OmniEstate_exp.sol,False,True
src/test/2023-01/QTN_exp.sol,True,True
src/test/2023-01/BEVO_exp.sol,False,True
src/test/2023-06/NST_exp.sol,False,False
src/test/2023-06/MyAi_exp.sol,False,False
src/test/2023-06/VINU_exp.sol,True,True
src/test/2023-06/SELLC03_exp.sol,False,True
src/test/2023-06/Pawnfi_exp.sol,True,True
src/test/2023-06/CFC_exp.sol,False,True
src/test/2023-06/DEPUSDT_LEVUSDC_exp.sol,True,True
src/test/2023-06/DDCoin_exp.sol,False,True
src/test/2023-06/Sturdy_exp.sol,True,True
src/test/2023-06/SHIDO_exp.sol,False,True
src/test/2023-06/MidasCapitalXYZ_exp.sol,False,True
src/test/2023-06/BabyDogeCoin02_exp.sol,False,True
src/test/2023-06/UnverifiedContr_9ad32_exp.sol,False,False
src/test/2023-06/BUNN_exp.sol,False,True
src/test/2023-06/MIMSpell_exp.sol,True,True
src/test/2023-06/ARA_exp.sol,False,True
src/test/2023-06/Themis_exp.sol,False,True
src/test/2023-06/UN_exp.sol,False,True
src/test/2023-06/Biswap_exp.sol,False,True
src/test/2023-06/Cellframe_exp.sol,False,True
src/test/2023-06/Contract_0x7657_exp.sol,True,False
src/test/2023-06/STRAC_exp.sol,False,False
src/test/2023-06/CompounderFinance_exp.sol,True,True
src/test/2024-11/DeltaPrime_exp.sol,False,False
src/test/2024-11/vETH_exp.sol,True,True
src/test/2023-08/EAC_exp.sol,False,True
src/test/2023-08/CurveBurner_exp.sol,True,True
src/test/2023-08/Uwerx_exp.sol,True,True
src/test/2023-08/Zunami_exp.sol,True,True
src/test/2023-08/GSS_exp.sol,False,True
src/test/2023-08/SVT_exp.sol,False,True
src/test/2023-08/EHIVE_exp.sol,True,True
src/test/2023-08/Leetswap_exp.sol,False,True
src/test/2023-08/Balancer_exp.sol,True,True
src/test/2023-08/BTC20_exp.sol,True,True
src/test/2023-08/NeutraFinance_exp.sol,False,True
src/test/2023-08/Exactly_exp.sol,False,True
src/test/2023-08/EarningFram_exp.sol,True,True
src/test/2020-10/HarvestFinance_exp.sol,True,False
src/test/2023-09/BFCToken_exp.sol,False,True
src/test/2023-09/APIG_exp.sol,False,True
src/test/2023-09/HeavensGate_exp.sol,True,True
src/test/2023-09/XSDWETHpool_exp.sol,False,True
src/test/2023-09/CEXISWAP_exp.sol,True,True
src/test/2023-09/FloorDAO_exp.sol,True,True
src/test/2023-09/0x0DEX_exp.sol,True,True
src/test/2023-09/uniclyNFT_exp.sol,True,True
src/test/2023-09/DAppSocial_exp.sol,True,True
src/test/2023-09/DEXRouter_exp.sol,False,True
src/test/2023-09/FireBirdPair_exp.sol,False,False
src/test/2023-09/JumpFarm_exp.sol,True,True
src/test/2023-09/HCT_exp.sol,False,True
src/test/2023-09/Kub_Split_exp.sol,False,True
src/test/2023-09/QuantumWN_exp.sol,True,False
src/test/2020-11/Pickle_exp.sol,False,False
src/test/2024-10/SASHAToken_exp.sol,True,True
src/test/2024-10/LavaLending_exp.sol,False,False
src/test/2024-10/VISTA_exp.sol,False,False
src/test/2024-10/Erc20transfer_exp.sol,True,True
src/test/2024-10/AIZPTToken_exp.sol,False,False
src/test/2024-10/MorphoBlue_exp.sol,True,True
src/test/2024-10/FireToken_exp.sol,True,False
src/test/2024-10/P719Token_exp.sol,False,False
src/test/2024-10/HYDT_exp.sol,False,False
src/test/2023-07/ApeDAO_exp.sol,False,True
src/test/2023-07/MintoFinance_exp.sol,False,True
src/test/2023-07/AzukiDAO_exp.sol,True,True
src/test/2023-07/CIVNFT_exp.sol,True,True
src/test/2023-07/GYMNET_exp.sol,False,True
src/test/2023-07/BNO_exp.sol,False,True
src/test/2023-07/LUSD_exp.sol,False,True
src/test/2023-07/WGPT_exp.sol,False,True
src/test/2023-07/Conic02_exp.sol,True,True
src/test/2023-07/Palmswap_exp.sol,False,True
src/test/2023-07/Platypus02_exp.sol,False,True
src/test/2023-07/ArcadiaFi_exp.sol,False,True
src/test/2023-07/Bao_exp.sol,True,True
src/test/2023-07/SUT_exp.sol,False,True
src/test/2023-07/Conic_exp.sol,True,True
src/test/2023-07/Libertify_exp.sol,False,True
src/test/2023-07/USDTStakingContract28_exp.sol,True,False
src/test/2023-07/Civfund_exp.sol,True,True
src/test/2023-07/NewFi_exp.sol,False,True
src/test/2023-07/Utopia_exp.sol,False,True
src/test/2023-07/FFIST_exp.sol,False,True
src/test/2023-07/RodeoFinance_exp.sol,False,True
src/test/2023-07/Bamboo_exp.sol,False,True
src/test/2023-07/Carson_exp.sol,False,True
